tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f1f4e889aab6ef78_score,player_67639441_x,player_67639441_y,player_67639441_move_target,player_67639441_item,player_67639441_score,player_67639441_cut_speed,player_67639441_speed,player_c9271255_x,player_c9271255_y,player_c9271255_move_target,player_c9271255_item,player_c9271255_score,player_c9271255_cut_speed,player_c9271255_speed
3799,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
3800,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
3801,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
3802,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3803,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3804,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3805,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3806,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3807,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3808,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3809,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3810,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3811,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3812,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3813,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3814,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3815,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3816,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3817,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3818,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3819,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3820,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3821,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3822,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3823,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3824,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3825,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3826,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3827,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.0,40.0,,tomato_salad,4,0.5,30.0
3828,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,72.88388347648305,40.88388347648305,,tomato_salad,4,0.5,30.0
3829,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,73.7677669529661,41.7677669529661,,tomato_salad,4,0.5,30.0
3830,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,74.65165042944915,42.65165042944915,,tomato_salad,4,0.5,30.0
3831,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,75.5355339059322,43.5355339059322,,tomato_salad,4,0.5,30.0
3832,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,76.41941738241525,44.41941738241525,,tomato_salad,4,0.5,30.0
3833,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,77.3033008588983,45.3033008588983,,tomato_salad,4,0.5,30.0
3834,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,78.18718433538135,46.187184335381346,,tomato_salad,4,0.5,30.0
3835,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,79.0710678118644,47.071067811864395,,tomato_salad,4,0.5,30.0
3836,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,79.95495128834744,47.954951288347445,,tomato_salad,4,0.5,30.0
3837,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,80.8388347648305,48.838834764830494,,tomato_salad,4,0.5,30.0
3838,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,81.72271824131354,49.722718241313544,,tomato_salad,4,0.5,30.0
3839,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,82.6066017177966,50.60660171779659,,tomato_salad,4,0.5,30.0
3840,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,83.49048519427964,51.49048519427964,,tomato_salad,4,0.5,30.0
3841,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,84.37436867076269,52.37436867076269,,tomato_salad,4,0.5,30.0
3842,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,85.25825214724574,53.25825214724574,,tomato_salad,4,0.5,30.0
3843,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,86.14213562372879,54.14213562372879,,tomato_salad,4,0.5,30.0
3844,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,87.02601910021184,55.02601910021184,,tomato_salad,4,0.5,30.0
3845,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,tomato_salad,4,0.5,30.0
3846,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3847,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3848,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3849,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3850,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3851,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3852,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3853,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3854,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3855,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3856,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3857,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3858,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3859,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3860,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3861,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3862,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3863,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3864,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3865,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3866,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3867,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3868,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,56.0,,,5,0.5,30.0
3869,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,54.749999999999716,,,5,0.5,30.0
3870,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,53.49999999999943,,,5,0.5,30.0
3871,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,52.24999999999915,,,5,0.5,30.0
3872,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,50.99999999999886,,,5,0.5,30.0
3873,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,49.74999999999858,,,5,0.5,30.0
3874,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,48.499999999998295,,,5,0.5,30.0
3875,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.4999999999999964,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,40.0,,,0,1.0,15.0,88.0,47.24999999999801,,,5,0.5,30.0
