tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,aa7a187db59a7650_score,player_d74aab69_x,player_d74aab69_y,player_d74aab69_move_target,player_d74aab69_item,player_d74aab69_score,player_d74aab69_cut_speed,player_d74aab69_speed,player_876a9d55_x,player_876a9d55_y,player_876a9d55_move_target,player_876a9d55_item,player_876a9d55_score,player_876a9d55_cut_speed,player_876a9d55_speed
1014,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.7500000000000002,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,39.00000000000341,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1015,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.7708333333333336,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,39.62500000000355,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1016,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.791666666666667,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.250000000003695,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1017,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.8125000000000003,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.87500000000384,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1018,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.8333333333333337,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,41.50000000000398,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1019,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.8541666666666671,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,42.12500000000412,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1020,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.8750000000000004,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,42.75000000000426,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1021,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.8958333333333338,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,43.375000000004405,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1022,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.9166666666666672,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,44.00000000000455,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1023,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.9375000000000006,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,44.62500000000469,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1024,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.9583333333333339,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,45.25000000000483,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1025,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.9791666666666673,0,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,45.875000000004974,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1026,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.0000000000000007,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,46.500000000005116,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1027,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.020833333333334,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,47.12500000000526,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1028,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.0416666666666672,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,47.7500000000054,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1029,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.0625000000000004,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,48.37500000000554,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1030,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.0833333333333337,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,49.000000000005684,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1031,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.104166666666667,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,49.62500000000583,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1032,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.1250000000000002,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,50.25000000000597,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1033,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.1458333333333335,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,50.87500000000611,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1034,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.1666666666666667,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,51.50000000000625,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1035,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.1875,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,52.125000000006395,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1036,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.2083333333333333,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,52.75000000000654,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1037,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.2291666666666665,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,53.37500000000668,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1038,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.2499999999999998,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,54.00000000000682,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1039,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.270833333333333,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,54.62500000000696,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1040,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.2916666666666663,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,55.250000000007105,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1041,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.3124999999999996,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,55.87500000000725,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1042,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.3333333333333328,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,56.50000000000739,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1043,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.354166666666666,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,57.12500000000753,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1044,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.3749999999999993,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,57.750000000007674,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1045,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.3958333333333326,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,58.375000000007816,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1046,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.4166666666666659,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,59.00000000000796,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1047,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.4374999999999991,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,59.6250000000081,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1048,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,60.25000000000824,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1049,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.4791666666666656,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,60.875000000008384,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1050,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.499999999999999,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,61.50000000000853,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1051,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.5208333333333321,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,62.12500000000867,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1052,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.5416666666666654,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,62.75000000000881,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1053,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.5624999999999987,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,63.37500000000895,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1054,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.583333333333332,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,64.0000000000091,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1055,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.6041666666666652,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,64.62500000000853,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1056,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.6249999999999984,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,65.25000000000796,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1057,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.6458333333333317,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,65.87500000000739,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1058,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.666666666666665,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,66.50000000000682,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1059,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.6874999999999982,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,67.12500000000625,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1060,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.7083333333333315,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,67.75000000000568,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1061,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.7291666666666647,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,68.37500000000512,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1062,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.749999999999998,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,69.00000000000455,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1063,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.7708333333333313,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,69.62500000000398,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1064,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.7916666666666645,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,70.25000000000341,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1065,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.8124999999999978,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,70.87500000000284,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1066,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.833333333333331,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,71.50000000000227,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1067,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.8541666666666643,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.1250000000017,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1068,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.8749999999999976,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.75000000000114,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1069,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.8958333333333308,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,73.37500000000057,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1070,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.916666666666664,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,74.0,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1071,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.9374999999999973,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,74.62499999999943,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1072,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.9583333333333306,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,75.24999999999886,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1073,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.9791666666666639,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,75.8749999999983,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1074,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,1.9999999999999971,1,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,76.49999999999773,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1075,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,2.0208333333333304,2,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,77.12499999999716,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1076,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,2.041666666666664,2,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,77.74999999999659,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1077,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,2.0624999999999973,2,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,78.37499999999602,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1078,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,2.083333333333331,2,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,78.99999999999545,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1079,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,2.1041666666666643,2,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,79.62499999999488,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1080,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,2.124999999999998,2,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,80.24999999999432,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1081,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,2.1458333333333313,2,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,80.87499999999375,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1082,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,2.1666666666666647,2,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,81.49999999999318,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1083,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,2.1874999999999982,2,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,82.12499999999261,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1084,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,2.2083333333333317,2,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,82.74999999999204,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
1085,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,2.229166666666665,2,3,2,tomato_salad,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,83.37499999999147,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
