tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,9d3f88d07235bf5e_score,player_a516e640_x,player_a516e640_y,player_a516e640_move_target,player_a516e640_item,player_a516e640_score,player_a516e640_cut_speed,player_a516e640_speed,player_513e3f7a_x,player_513e3f7a_y,player_513e3f7a_move_target,player_513e3f7a_item,player_513e3f7a_score,player_513e3f7a_cut_speed,player_513e3f7a_speed
2356,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.45016845718553,61.42252389670688,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2357,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.57165237614649,62.31174237118637,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2358,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.69313629510745,63.20096084566586,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2359,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.81462021406841,64.09017932014535,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2360,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.93610413302937,64.97939779462484,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2361,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.05758805199034,65.86861626910434,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2362,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.1790719709513,66.75783474358383,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2363,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.30055588991226,67.64705321806332,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2364,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.42203980887322,68.53627169254281,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2365,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.54352372783418,69.4254901670223,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2366,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.66500764679418,70.3147086415018,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2367,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.78649156575383,71.20392711598129,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2368,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.18442931909202,72.20856840125788,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2369,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.1698314704846,73.4584831594783,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2370,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.15523362187717,74.70839791769873,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2371,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.14063577326965,75.95831267591916,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2372,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.12603792466152,77.20822743413959,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2373,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.11144007605337,78.45814219236001,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2374,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.09684222744524,79.70805695058044,,plate,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2375,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.08224437883709,80.95797170880087,,plate,1,1.0,30.0,103.11611652351695,24.88388347648305,,plate,0,1.0,30.0
2376,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.06764653022896,82.2078864670213,,plate,1,1.0,30.0,102.2322330470339,25.7677669529661,,plate,0,1.0,30.0
2377,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.05304868162082,83.45780122524172,,plate,1,1.0,30.0,101.34834957055085,26.65165042944915,,plate,0,1.0,30.0
2378,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.03845083301267,84.70771598346215,,plate,1,1.0,30.0,100.4644660940678,27.535533905932198,,plate,0,1.0,30.0
2379,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.02385298440454,85.95763074168258,,plate,1,1.0,30.0,99.58058261758475,28.419417382415247,,plate,0,1.0,30.0
2380,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0092551357964,87.207545499903,,plate,1,1.0,30.0,98.6966991411017,29.303300858898297,,plate,0,1.0,30.0
2381,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.54535275042181,88.26983193213294,,plate,1,1.0,30.0,97.81281566461865,30.187184335381346,,plate,0,1.0,30.0
2382,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.66670771572436,89.15892298652551,,plate,1,1.0,30.0,96.9289321881356,31.071067811864395,,plate,0,1.0,30.0
2383,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.7880626810269,90.04801404091808,,plate,1,1.0,30.0,96.04504871165256,31.954951288347445,,plate,0,1.0,30.0
2384,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.90941764632944,90.93710509531064,,plate,1,1.0,30.0,95.1611652351695,32.838834764830494,,plate,0,1.0,30.0
2385,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.03077261163199,91.82619614970321,,plate,1,1.0,30.0,94.27728175868646,33.722718241313544,,plate,0,1.0,30.0
2386,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.15212757693453,92.71528720409577,,plate,1,1.0,30.0,93.3933982822034,34.60660171779659,,plate,0,1.0,30.0
2387,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.27348254223708,93.60437825848834,,plate,1,1.0,30.0,92.50951480572036,35.49048519427964,,plate,0,1.0,30.0
2388,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.39483750753962,94.49346931288183,,plate,1,1.0,30.0,91.62563132923731,36.37436867076269,,plate,0,1.0,30.0
2389,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.51619247284216,95.38256036727547,,plate,1,1.0,30.0,90.74174785275426,37.25825214724574,,plate,0,1.0,30.0
2390,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.637547438145006,96.27165142166884,,plate,1,1.0,30.0,89.85786437627121,38.14213562372879,,plate,0,1.0,30.0
2391,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.75890240344826,97.16074247606176,,plate,1,1.0,30.0,88.97398089978816,39.02601910021184,,plate,0,1.0,30.0
2392,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.880257368751515,98.04983353045469,,plate,1,1.0,30.0,88.09009742330511,39.90990257669489,,plate,0,1.0,30.0
2393,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.00161233405477,98.93892458484761,,plate,1,1.0,30.0,87.20621394682206,40.79378605317794,,plate,0,1.0,30.0
2394,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.122967299358024,99.82801563924053,,plate,1,1.0,30.0,86.32233047033901,41.67766952966099,,plate,0,1.0,30.0
2395,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.24432226466128,100.71710669363347,,plate,1,1.0,30.0,85.43844699385596,42.56155300614404,,plate,0,1.0,30.0
2396,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.36567722996453,101.60619774802639,,plate,1,1.0,30.0,84.55456351737291,43.44543648262709,,plate,0,1.0,30.0
2397,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.48703219526779,102.49528880241931,,plate,1,1.0,30.0,83.67068004088986,44.32931995911014,,plate,0,1.0,30.0
2398,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.60838716057104,103.38437985681225,,plate,1,1.0,30.0,82.78679656440681,45.213203435593186,,plate,0,1.0,30.0
2399,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.721245367684595,103.33958551490551,,plate,1,1.0,30.0,81.90291308792376,46.097086912076236,,plate,0,1.0,30.0
2400,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,54.82656871376211,102.46662865175179,,plate,1,1.0,30.0,81.01902961144071,46.980970388559285,,plate,0,1.0,30.0
2401,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.93189205983962,101.59367178859807,,plate,1,1.0,30.0,80.13514613495767,47.864853865042335,,plate,0,1.0,30.0
2402,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.03721540591713,100.72071492544458,,plate,1,1.0,30.0,79.25126265847462,48.748737341525384,,plate,0,1.0,30.0
2403,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,52.14253875199464,99.84775806229163,,plate,1,1.0,30.0,78.36737918199157,49.632620818008434,,plate,0,1.0,30.0
2404,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.247862098072154,98.9748011991387,,plate,1,1.0,30.0,77.48349570550852,50.51650429449148,,plate,0,1.0,30.0
2405,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,50.353185444149666,98.10184433598576,,plate,1,1.0,30.0,76.59961222902547,51.40038777097453,,plate,0,1.0,30.0
2406,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.45850879022718,97.22888747283281,,plate,1,1.0,30.0,75.71572875254242,52.28427124745758,,plate,0,1.0,30.0
2407,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.56383213630469,96.35593060967987,,plate,1,1.0,30.0,74.83184527605937,53.16815472394063,,plate,0,1.0,30.0
2408,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.6691554823822,95.48297374652694,,plate,1,1.0,30.0,73.94796179957632,54.05203820042368,,plate,0,1.0,30.0
2409,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.77447882845971,94.61001688337399,,plate,1,1.0,30.0,73.06407832309327,54.93592167690673,,plate,0,1.0,30.0
2410,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.879802174537225,93.73706002022105,,plate,1,1.0,30.0,72.19756713999655,55.82712561869876,,plate,0,1.0,30.0
2411,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.98512552061474,92.86410315706812,,plate,1,1.0,30.0,72.18229833283002,57.07703236063075,,plate,0,1.0,30.0
2412,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.09044886669225,91.99114629391516,,plate,1,1.0,30.0,72.16702952566348,58.32693910256275,,plate,0,1.0,30.0
2413,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.19577221276976,91.11818943076223,,plate,1,1.0,30.0,72.15176071849659,59.57684584449474,,plate,0,1.0,30.0
2414,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.30109555884727,90.24523256760929,,plate,1,1.0,30.0,72.13649191132936,60.826752586426736,,plate,0,1.0,30.0
2415,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.406418904924784,89.37227570445636,,plate,1,1.0,30.0,72.12122310416211,62.07665932835873,,plate,0,1.0,30.0
2416,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.511742251002296,88.4993188413034,,plate,1,1.0,30.0,72.10595429699487,63.326566070290724,,plate,0,1.0,30.0
2417,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.18864142782075,87.3813450376095,,plate,1,1.0,30.0,72.09068548982762,64.57647281222305,,plate,0,1.0,30.0
2418,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.1733122058074,86.13143903516278,,plate,1,1.0,30.0,72.07541668266038,65.82637955415575,,plate,0,1.0,30.0
2419,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.15798298379405,84.88153303271606,,plate,1,1.0,30.0,72.06014787549312,67.07628629608845,,plate,0,1.0,30.0
2420,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.1426537617807,83.63162703026934,,plate,1,1.0,30.0,72.04487906832587,68.32619303802116,,plate,0,1.0,30.0
2421,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.12732453976735,82.38172102782262,,plate,1,1.0,30.0,72.02961026115861,69.57609977995386,,plate,0,1.0,30.0
