tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,8a35a72a9fde883f_score,player_5ad43900_x,player_5ad43900_y,player_5ad43900_move_target,player_5ad43900_item,player_5ad43900_score,player_5ad43900_cut_speed,player_5ad43900_speed,player_60610ce8_x,player_60610ce8_y,player_60610ce8_move_target,player_60610ce8_item,player_60610ce8_score,player_60610ce8_cut_speed,player_60610ce8_speed,67628da1211a4a33_score,1f310bb58082e736_message,08b63ad0a533d08b_score
6683,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.872905085268656,45.26039673555607,,tomato_cut,3,1.0,30.0,24.0,63.7500000000054,,tomato_cut,5,1.0,30.0,,,8.0
6684,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.88769683464494,46.51030921415219,,tomato_cut,3,1.0,30.0,24.0,65.00000000000568,,tomato_cut,5,1.0,30.0,,,8.0
6685,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.90248858402123,47.7602216927483,,tomato_cut,3,1.0,30.0,24.0,66.25000000000597,,tomato_cut,5,1.0,30.0,,,8.0
6686,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.917280333397514,49.01013417134442,,tomato_cut,3,1.0,30.0,24.0,67.50000000000625,,tomato_cut,5,1.0,30.0,,,8.0
6687,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.9320720827738,50.260046649940534,,tomato_cut,3,1.0,30.0,24.0,68.75000000000654,,tomato_cut,5,1.0,30.0,,,8.0
6688,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.946863832150086,51.50995912853665,,tomato_cut,3,1.0,30.0,24.0,70.00000000000682,,tomato_cut,5,1.0,30.0,,,8.0
6689,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.96165558152637,52.759871607132766,,tomato_cut,3,1.0,30.0,24.0,71.2500000000071,,tomato_cut,5,1.0,30.0,,,8.0
6690,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.97644733090266,54.00978408572888,,tomato_cut,3,1.0,30.0,24.0,72.50000000000739,,tomato_cut,5,1.0,30.0,,,8.0
6691,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.991239080279065,55.259696564325,,tomato_cut,3,1.0,30.0,24.0,73.75000000000767,,tomato_cut,5,1.0,30.0,,,8.0
6692,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.997844840473014,56.50965804813234,,tomato_cut,3,1.0,30.0,24.0,75.00000000000796,,tomato_cut,5,1.0,30.0,,,8.0
6693,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99801875202342,57.75965803603421,,tomato_cut,3,1.0,30.0,24.0,76.25000000000824,,tomato_cut,5,1.0,30.0,,,8.0
6694,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.998192663573825,59.00965802393608,,tomato_cut,3,1.0,30.0,24.0,77.50000000000853,,tomato_cut,5,1.0,30.0,,,8.0
6695,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99836657512423,60.259658011837956,,tomato_cut,3,1.0,30.0,24.0,78.75000000000881,,tomato_cut,5,1.0,30.0,,,8.0
6696,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.998540486674635,61.50965799973983,,tomato_cut,3,1.0,30.0,24.0,80.0000000000091,,tomato_cut,5,1.0,30.0,,,8.0
6697,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99871439822504,62.7596579876417,,tomato_cut,3,1.0,30.0,24.0,81.25000000000938,,tomato_cut,5,1.0,30.0,,,8.0
6698,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.998888309775445,64.00965797554358,,tomato_cut,3,1.0,30.0,24.0,82.50000000000966,,tomato_cut,5,1.0,30.0,,,8.0
6699,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99906222132577,65.25965796344616,,tomato_cut,3,1.0,30.0,24.0,83.75000000000995,,tomato_cut,5,1.0,30.0,,,8.0
6700,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99923613287582,66.50965795134874,,tomato_cut,3,1.0,30.0,24.0,85.00000000001023,,tomato_cut,5,1.0,30.0,,,8.0
6701,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99941004442587,67.75965793925133,,tomato_cut,3,1.0,30.0,24.0,86.25000000001052,,tomato_cut,5,1.0,30.0,,,8.0
6702,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99958395597592,69.00965792715391,,tomato_cut,3,1.0,30.0,24.0,87.5000000000108,,tomato_cut,5,1.0,30.0,,,8.0
6703,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99975786752597,70.2596579150565,,tomato_cut,3,1.0,30.0,24.0,88.0,,tomato_cut,5,1.0,30.0,,,8.0
6704,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99993177907602,71.50965790295908,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6705,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99997507173988,72.75965790005483,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6706,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99997711633442,74.0096579000537,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6707,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99997916092928,75.25965790005256,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6708,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99998120552417,76.50965790005142,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6709,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999983250119065,77.75965790005029,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6710,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99998529471396,79.00965790004915,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6711,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99998733930885,80.25965790004801,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6712,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999989383903745,81.50965790004688,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6713,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999142849864,82.75965790004574,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6714,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999347309353,84.0096579000446,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6715,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999995517688426,85.25965790004346,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6716,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999756228332,86.50965790004233,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6717,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999960687821,87.75965790004119,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6718,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999711738056,89.00965790004142,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6719,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999973577536,90.2596579000417,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6720,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999975981267,91.50965790004199,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6721,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999978384997,92.75965790004227,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6722,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999980788728,94.00965790004255,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6723,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999983192458,95.25965790004284,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6724,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999985596189,96.50965790004312,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6725,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999879999194,97.75965790004341,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6726,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.9999999040365,99.00965790004369,,tomato_cut,3,1.0,30.0,24.0,88.0,,,5,1.0,30.0,,,8.0
6727,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999928073805,100.25965790004398,,tomato_cut,3,1.0,30.0,24.0,88.0,,tomato_salad,5,1.0,30.0,,,8.0
6728,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999995211111,101.50965790004426,,tomato_cut,3,1.0,30.0,24.0,88.0,,tomato_salad,5,1.0,30.0,,,8.0
6729,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999976148416,102.75965790004454,,tomato_cut,3,1.0,30.0,24.0,88.0,,tomato_salad,5,1.0,30.0,,,8.0
6730,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999996385,104.00965790004483,,tomato_cut,3,1.0,30.0,24.0,88.0,,tomato_salad,5,1.0,30.0,,,8.0
6731,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999996667796,105.25965790004511,,tomato_cut,3,1.0,30.0,24.0,88.0,,tomato_salad,5,1.0,30.0,,,8.0
6732,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999999695059,106.5096579000454,,tomato_cut,3,1.0,30.0,24.0,88.0,,tomato_salad,5,1.0,30.0,,,8.0
6733,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999999723339,107.75965790004568,,tomato_cut,3,1.0,30.0,24.0,88.0,,tomato_salad,5,1.0,30.0,,,8.0
6734,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999997516184,109.00965790004597,,tomato_cut,3,1.0,30.0,24.0,88.0,,tomato_salad,5,1.0,30.0,,,8.0
6735,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999999779898,110.25965790004625,,tomato_cut,3,1.0,30.0,24.0,88.0,,tomato_salad,5,1.0,30.0,,,8.0
6736,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999998081584,111.50965790004653,,tomato_cut,3,1.0,30.0,24.0,88.0,,tomato_salad,5,1.0,30.0,,,8.0
6737,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999998364025,112.75965790004682,,tomato_cut,3,1.0,30.0,24.0,88.0,,tomato_salad,5,1.0,30.0,,,8.0
6738,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999998646466,114.0096579000471,,tomato_cut,3,1.0,30.0,24.0,88.0,,tomato_salad,5,1.0,30.0,,,8.0
6739,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.6249999999999956,3,1,0,None_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999999892891,115.25965790004739,,tomato_cut,3,1.0,30.0,24.0,88.0,,tomato_salad,5,1.0,30.0,,,8.0
