tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,77697222f9872a95_score,player_5dd4b285_x,player_5dd4b285_y,player_5dd4b285_move_target,player_5dd4b285_item,player_5dd4b285_score,player_5dd4b285_cut_speed,player_5dd4b285_speed,player_61db3b9c_x,player_61db3b9c_y,player_61db3b9c_move_target,player_61db3b9c_item,player_61db3b9c_score,player_61db3b9c_cut_speed,player_61db3b9c_speed
3529,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,40.0,,,5,1.0,30.0,24.093590738278728,79.63187675098729,,tomato,2,1.0,30.0
3530,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,40.0,,,5,1.0,30.0,24.07826297146128,78.38197073069458,,tomato,2,1.0,30.0
3531,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,40.0,,,5,1.0,30.0,24.0629352046439,77.13206471040186,,tomato,2,1.0,30.0
3532,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,40.0,,,5,1.0,30.0,24.047607437826514,75.88215869010915,,tomato,2,1.0,30.0
3533,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,40.0,,,5,1.0,30.0,24.03227967100913,74.63225266981644,,tomato,2,1.0,30.0
3534,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,40.0,,,5,1.0,30.0,24.01695190419175,73.38234664952373,,tomato,2,1.0,30.0
3535,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.88388347648305,39.11611652351695,,,5,1.0,30.0,24.002381300124206,72.13243593092655,,tomato,2,1.0,30.0
3536,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,57.7677669529661,38.2322330470339,,,5,1.0,30.0,24.00219678830363,70.88243594454453,,tomato,2,1.0,30.0
3537,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,58.65165042944915,37.34834957055085,,,5,1.0,30.0,24.00201227648305,69.6324359581625,,tomato,2,1.0,30.0
3538,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,59.5355339059322,36.4644660940678,,,5,1.0,30.0,24.001827764662472,68.38243597178048,,tomato,2,1.0,30.0
3539,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,60.41941738241525,35.58058261758475,,,5,1.0,30.0,24.001643252841895,67.13243598539846,,tomato,2,1.0,30.0
3540,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,61.3033008588983,34.6966991411017,,,5,1.0,30.0,24.001458741021317,65.88243599901644,,tomato,2,1.0,30.0
3541,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,62.187184335381346,33.812815664618654,,,5,1.0,30.0,24.00127422920074,64.63243601263441,,tomato,2,1.0,30.0
3542,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,63.071067811864395,32.928932188135605,,,5,1.0,30.0,24.00108971738016,63.38243602625239,,tomato,2,1.0,30.0
3543,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,63.954951288347445,32.045048711652555,,,5,1.0,30.0,24.000905205559626,62.13243603987037,,tomato,2,1.0,30.0
3544,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,64.8388347648305,31.161165235169506,,,5,1.0,30.0,24.000720693739225,60.88243605348835,,tomato,2,1.0,30.0
3545,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,65.72271824131354,30.277281758686456,,,5,1.0,30.0,24.000536181918825,59.632436067106326,,tomato,2,1.0,30.0
3546,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,66.6066017177966,29.393398282203407,,,5,1.0,30.0,24.000351670098425,58.382436080724304,,tomato,2,1.0,30.0
3547,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,67.49048519427964,28.509514805720357,,,5,1.0,30.0,24.000167158278025,57.13243609434228,,tomato,2,1.0,30.0
3548,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,68.37436867076269,27.625631329237308,,,5,1.0,30.0,24.0,56.0,,tomato,2,1.0,30.0
3549,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,69.25825214724574,26.74174785275426,,,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3550,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.041666666666666664,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,70.14213562372879,25.85786437627121,,,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3551,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.08333333333333333,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,71.02601910021184,24.97398089978816,,,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3552,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.125,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3553,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.16666666666666666,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3554,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.20833333333333331,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3555,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.24999999999999997,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3556,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.29166666666666663,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3557,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.3333333333333333,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3558,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.375,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3559,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.4166666666666667,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3560,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.45833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3561,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.5,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3562,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.5416666666666666,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3563,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.5833333333333333,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3564,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.6249999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3565,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.6666666666666665,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3566,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3567,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3568,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.7916666666666664,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3569,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.833333333333333,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3570,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.8749999999999997,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3571,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.9166666666666663,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3572,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.9583333333333329,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3573,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.9999999999999996,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3574,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3575,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3576,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.1249999999999998,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3577,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.1666666666666665,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3578,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3579,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.25,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3580,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.2916666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.0,24.0,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3581,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.3333333333333335,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,71.11611652351695,24.88388347648305,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3582,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.3750000000000002,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,70.2322330470339,25.7677669529661,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3583,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,69.34834957055085,26.65165042944915,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3584,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.4583333333333337,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,68.4644660940678,27.535533905932198,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3585,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.5000000000000004,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,67.58058261758475,28.419417382415247,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3586,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.5416666666666672,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,66.6966991411017,29.303300858898297,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3587,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,65.81281566461865,30.187184335381346,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3588,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.6250000000000007,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,64.9289321881356,31.071067811864395,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3589,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.6666666666666674,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,64.04504871165256,31.954951288347445,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3590,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.7083333333333341,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,63.161165235169506,32.838834764830494,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3591,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.7500000000000009,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,62.277281758686456,33.722718241313544,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3592,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.7916666666666676,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,61.39339828220341,34.60660171779659,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3593,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.8333333333333344,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,60.50951480572036,35.49048519427964,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3594,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.875000000000001,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,59.62563132923731,36.37436867076269,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3595,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,58.74174785275426,37.25825214724574,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3596,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.9583333333333346,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,57.85786437627121,38.14213562372879,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3597,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,2.0000000000000013,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.97398089978816,39.02601910021184,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3598,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,2.041666666666668,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.19434681531624,39.95382555869017,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3599,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,2.0833333333333344,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.179208272259245,41.203733885133886,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3600,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,2.125000000000001,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.164069729202254,42.4536422115776,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3601,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,2.1666666666666674,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.14893118614526,43.70355053802132,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3602,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,2.208333333333334,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.13379264308827,44.953458864465034,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3603,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,2.2500000000000004,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.11865410003128,46.20336719090875,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
3604,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,2.291666666666667,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.10351555697429,47.453275517352466,,tomato,5,1.0,30.0,24.0,56.0,,,2,1.0,30.0
