tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,44322547ba68e2ec_score,player_5648aa27_x,player_5648aa27_y,player_5648aa27_move_target,player_5648aa27_item,player_5648aa27_score,player_5648aa27_cut_speed,player_5648aa27_speed,player_bc958fb2_x,player_bc958fb2_y,player_bc958fb2_move_target,player_bc958fb2_item,player_bc958fb2_score,player_bc958fb2_cut_speed,player_bc958fb2_speed
2187,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,43.94713525342397,100.00453337309251,,tomato,0,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
2188,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,43.59573976945996,100.36023157922982,,tomato,0,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
2189,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,43.24434428549595,100.71592978536712,,tomato,0,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
2190,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.89294880153194,101.07162799150443,,tomato,0,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
2191,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.541553317567924,101.42732619764173,,tomato,0,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
2192,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.19015783360391,101.78302440377904,,tomato,0,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
2193,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,41.8387623496399,102.13872260991633,,tomato,0,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
2194,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,41.48736686567589,102.49442081605363,,tomato,0,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
2195,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,41.135971381711876,102.85011902219094,,tomato,0,1.0,12.0,71.11611652351695,24.88388347648305,,tomato,2,0.2,30.0
2196,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.784575897747864,103.20581722832824,,tomato,0,1.0,12.0,70.2322330470339,25.7677669529661,,tomato,2,0.2,30.0
2197,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.43318041378385,103.56151543446555,,tomato,0,1.0,12.0,69.34834957055085,26.65165042944915,,tomato,2,0.2,30.0
2198,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.079721006524785,103.6916434008553,,tomato,0,1.0,12.0,68.4644660940678,27.535533905932198,,tomato,2,0.2,30.0
2199,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.72187576226373,103.34243460778151,,tomato,0,1.0,12.0,67.58058261758475,28.419417382415247,,tomato,2,0.2,30.0
2200,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.36403051800267,102.99322581470865,,tomato,0,1.0,12.0,66.6966991411017,29.303300858898297,,tomato,2,0.2,30.0
2201,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.006185273741615,102.64401702163583,,tomato,0,1.0,12.0,65.81281566461865,30.187184335381346,,tomato,2,0.2,30.0
2202,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.64834002948056,102.29480822856301,,tomato,0,1.0,12.0,64.9289321881356,31.071067811864395,,tomato,2,0.2,30.0
2203,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.2904947852195,101.94559943549021,,tomato,0,1.0,12.0,64.04504871165256,31.954951288347445,,tomato,2,0.2,30.0
2204,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,37.932649540958444,101.59639064241739,,tomato,0,1.0,12.0,63.161165235169506,32.838834764830494,,tomato,2,0.2,30.0
2205,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,37.57480429669739,101.24718184934457,,tomato,0,1.0,12.0,62.277281758686456,33.722718241313544,,tomato,2,0.2,30.0
2206,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,37.21695905243633,100.89797305627177,,tomato,0,1.0,12.0,61.39339828220341,34.60660171779659,,tomato,2,0.2,30.0
2207,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,36.85911380817527,100.54876426319895,,tomato,0,1.0,12.0,60.50951480572036,35.49048519427964,,tomato,2,0.2,30.0
2208,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,36.501268563914216,100.19955547012613,,tomato,0,1.0,12.0,59.62563132923731,36.37436867076269,,tomato,2,0.2,30.0
2209,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,36.14342331965316,99.85034667705332,,tomato,0,1.0,12.0,58.74174785275426,37.25825214724574,,tomato,2,0.2,30.0
2210,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.7855780753921,99.5011378839805,,tomato,0,1.0,12.0,57.85786437627121,38.14213562372879,,tomato,2,0.2,30.0
2211,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.427732831131046,99.15192909090769,,tomato,0,1.0,12.0,56.97398089978816,39.02601910021184,,tomato,2,0.2,30.0
2212,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.06988758686999,98.80272029783487,,tomato,0,1.0,12.0,56.19434681531624,39.95382555869017,,tomato,2,0.2,30.0
2213,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.71204234260893,98.45351150476206,,tomato,0,1.0,12.0,56.179208272259245,41.203733885133886,,tomato,2,0.2,30.0
2214,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.354197098347875,98.10430271168924,,tomato,0,1.0,12.0,56.164069729202254,42.4536422115776,,tomato,2,0.2,30.0
2215,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.99635185408682,97.75509391861642,,tomato,0,1.0,12.0,56.14893118614526,43.70355053802132,,tomato,2,0.2,30.0
2216,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.63850660982576,97.40588512554362,,tomato,0,1.0,12.0,56.13379264308827,44.953458864465034,,tomato,2,0.2,30.0
2217,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.280661365564704,97.0566763324708,,tomato,0,1.0,12.0,56.11865410003128,46.20336719090875,,tomato,2,0.2,30.0
2218,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.92281612130365,96.70746753939798,,tomato,0,1.0,12.0,56.10351555697429,47.453275517352466,,tomato,2,0.2,30.0
2219,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.56497087704259,96.35825874632518,,tomato,0,1.0,12.0,56.088377013917295,48.70318384379618,,tomato,2,0.2,30.0
2220,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.20712563278153,96.00904995325236,,tomato,0,1.0,12.0,56.0732384708603,49.9530921702399,,tomato,2,0.2,30.0
2221,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.849280388520324,95.6598411601794,,tomato,0,1.0,12.0,56.058099927803205,51.203000496683615,,tomato,2,0.2,30.0
2222,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.49143514425891,95.31063236710624,,tomato,0,1.0,12.0,56.042961384745865,52.45290882312733,,tomato,2,0.2,30.0
2223,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.1335898999975,94.96142357403308,,tomato,0,1.0,12.0,56.027822841688526,53.70281714957105,,tomato,2,0.2,30.0
2224,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.775744655736087,94.61221478095992,,tomato,0,1.0,12.0,56.01268429863118,54.95272547601476,,tomato,2,0.2,30.0
2225,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.417899411474675,94.26300598788676,,tomato,0,1.0,12.0,56.00233106509781,56.20266313364169,,tomato,2,0.2,30.0
2226,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.060054167213263,93.9137971948136,,tomato,0,1.0,12.0,56.00214661430291,57.45266312003295,,tomato,2,0.2,30.0
2227,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.70220892295185,93.56458840174044,,tomato,0,1.0,12.0,56.001962163508004,58.70266310642421,,tomato,2,0.2,30.0
2228,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.34436367869044,93.21537960866728,,tomato,0,1.0,12.0,56.0017777127131,59.95266309281547,,tomato,2,0.2,30.0
2229,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.986518434429026,92.8661708155941,,tomato,0,1.0,12.0,56.001593261918195,61.20266307920673,,tomato,2,0.2,30.0
2230,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.628673190167614,92.51696202252094,,tomato,0,1.0,12.0,56.00140881112329,62.45266306559799,,tomato,2,0.2,30.0
2231,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.270827945906202,92.16775322944778,,tomato,0,1.0,12.0,56.001224360328386,63.70266305198925,,tomato,2,0.2,30.0
2232,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.91298270164479,91.81854443637462,,tomato,0,1.0,12.0,56.00103990953348,64.95266303837997,,tomato,2,0.2,30.0
2233,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.555137457383378,91.46933564330146,,tomato,0,1.0,12.0,56.00085545873858,66.20266302477052,,tomato,2,0.2,30.0
2234,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.197292213121965,91.1201268502283,,tomato,0,1.0,12.0,56.00067100794384,67.45266301116106,,tomato,2,0.2,30.0
2235,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.839446968860553,90.77091805715514,,tomato,0,1.0,12.0,56.000486557149294,68.70266299755161,,tomato,2,0.2,30.0
2236,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.48160172459914,90.42170926408198,,tomato,0,1.0,12.0,56.000302106354745,69.95266298394216,,tomato,2,0.2,30.0
2237,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.12375648033773,90.07250047100882,,tomato,0,1.0,12.0,56.000117655560196,71.20266297033271,,tomato,2,0.2,30.0
2238,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,25.765911236076317,89.72329167793566,,tomato,0,1.0,12.0,56.00002795062478,72.45266296379884,,tomato,2,0.2,30.0
2239,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,25.408065991814905,89.3740828848625,,tomato,0,1.0,12.0,56.00002570340544,73.70266296379629,,tomato,2,0.2,30.0
2240,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,25.050220747553492,89.02487409178934,,tomato,0,1.0,12.0,56.00002345618579,74.95266296379373,,tomato,2,0.2,30.0
2241,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.69237550329208,88.67566529871618,,tomato,0,1.0,12.0,56.00002120896613,76.20266296379117,,tomato,2,0.2,30.0
2242,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.334530259030668,88.32645650564301,,tomato,0,1.0,12.0,56.00001896174648,77.45266296378861,,tomato,2,0.2,30.0
2243,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.194748491455474,87.88378046251947,,tomato,0,1.0,12.0,56.00001671452682,78.70266296378605,,tomato,2,0.2,30.0
2244,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.188618532171834,87.38381804033278,,tomato,0,1.0,12.0,56.00001446730717,79.9526629637835,,tomato,2,0.2,30.0
2245,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.182488572888193,86.8838556181461,,tomato,0,1.0,12.0,56.00001222008751,81.20266296378094,,tomato,2,0.2,30.0
2246,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.176358613604553,86.38389319595942,,tomato,0,1.0,12.0,56.00000997286786,82.45266296377838,,tomato,2,0.2,30.0
2247,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.170228654320912,85.88393077377273,,tomato,0,1.0,12.0,56.0000077256482,83.70266296377582,,tomato,2,0.2,30.0
2248,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.16409869503727,85.38396835158605,,tomato,0,1.0,12.0,56.00000547842855,84.95266296377326,,tomato,2,0.2,30.0
2249,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.15796873575363,84.88400592939936,,tomato,0,1.0,12.0,56.00000323120889,86.2026629637707,,tomato,2,0.2,30.0
2250,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.15183877646999,84.38404350721268,,tomato,0,1.0,12.0,56.00000098398924,87.45266296376815,,tomato,2,0.2,30.0
2251,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.14570881718635,83.884081085026,,tomato,0,1.0,12.0,55.367516586920146,88.44294749693103,,tomato,2,0.2,30.0
2252,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.13957885790271,83.38411866283931,,tomato,0,1.0,12.0,54.48906690935405,89.33223157076935,,tomato,2,0.2,30.0
2253,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.13344889861907,82.88415624065263,,tomato,0,1.0,12.0,53.610617231787955,90.22151564460768,,tomato,2,0.2,30.0
2254,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.127318939335428,82.38419381846595,,tomato,0,1.0,12.0,52.73216755422186,91.110799718446,,tomato,2,0.2,30.0
2255,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.121188980051787,81.88423139627926,,tomato,0,1.0,12.0,51.853717876655764,92.00008379228433,,tomato,2,0.2,30.0
2256,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.115059020768147,81.38426897409258,,tomato,0,1.0,12.0,50.97526819908967,92.88936786612265,,tomato,2,0.2,30.0
2257,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.108929061484506,80.8843065519059,,tomato,0,1.0,12.0,50.09681852152357,93.77865193996098,,tomato,2,0.2,30.0
2258,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.102799102200866,80.38434412971921,,tomato,0,1.0,12.0,49.21836884395748,94.66793601379959,,tomato,2,0.2,30.0
2259,0,1,,0,2,None_cut,3.466666666666657,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.096669142917225,79.88438170753253,,tomato,0,1.0,12.0,48.33991916639138,95.55722008763848,,tomato,2,0.2,30.0
