tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d7f84187029c0995_score,player_4399b014_x,player_4399b014_y,player_4399b014_move_target,player_4399b014_item,player_4399b014_score,player_4399b014_cut_speed,player_4399b014_speed,player_f616568c_x,player_f616568c_y,player_f616568c_move_target,player_f616568c_item,player_f616568c_score,player_f616568c_cut_speed,player_f616568c_speed
2469,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.49186417397505,26.53948752385047,,,2,1.0,12.0,79.69299678737143,62.96743018732734,,,2,0.2,30.0
2470,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.84321480350565,26.183745011450757,,,2,1.0,12.0,80.6507211050578,62.164146842975114,,,2,0.2,30.0
2471,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,102.19456543303625,25.828002499051042,,,2,1.0,12.0,81.60844542274417,61.36086349862289,,,2,0.2,30.0
2472,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,102.54591606256685,25.472259986651327,,,2,1.0,12.0,82.56616974043054,60.55758015427067,,,2,0.2,30.0
2473,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,102.89726669209745,25.116517474251612,,,2,1.0,12.0,83.52389405811691,59.75429680991844,,,2,0.2,30.0
2474,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,103.24861732162805,24.760774961851897,,,2,1.0,12.0,84.48161837580328,58.95101346556622,,,2,0.2,30.0
2475,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,103.59996795115865,24.405032449452182,,,2,1.0,12.0,85.43934269348965,58.147730121213996,,,2,0.2,30.0
2476,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,,2,1.0,12.0,86.39706701117602,57.34444677686177,,,2,0.2,30.0
2477,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,2,1.0,12.0,87.3547913288621,56.54116343250955,,,2,0.2,30.0
2478,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,2,1.0,12.0,87.81291686828293,55.50116850527756,,,2,0.2,30.0
2479,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,2,1.0,12.0,87.82800198169521,54.25125953285031,,,2,0.2,30.0
2480,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,2,1.0,12.0,87.84308709510749,53.00135056042306,,,2,0.2,30.0
2481,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,2,1.0,12.0,87.85817220851978,51.751441587995814,,,2,0.2,30.0
2482,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,2,1.0,12.0,87.87325732193206,50.501532615568564,,,2,0.2,30.0
2483,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,2,1.0,12.0,87.88834243534434,49.251623643141315,,,2,0.2,30.0
2484,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,2,1.0,12.0,87.90342754875662,48.001714670714065,,,2,0.2,30.0
2485,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,2,1.0,12.0,87.91851266216891,46.751805698286816,,,2,0.2,30.0
2486,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,2,1.0,12.0,87.93359777558119,45.50189672585957,,,2,0.2,30.0
2487,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,2,1.0,12.0,87.94868288899347,44.25198775343232,,,2,0.2,30.0
2488,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,2,1.0,12.0,87.96376800240576,43.00207878100507,,,2,0.2,30.0
2489,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,2,1.0,12.0,87.97885311581739,41.75216980857782,,,2,0.2,30.0
2490,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,103.64644660940678,24.35355339059322,,plate,2,1.0,12.0,87.99393822922896,40.50226083615057,,,2,0.2,30.0
2491,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,103.29289321881356,24.70710678118644,,plate,2,1.0,12.0,88.65675000120302,39.523021358234786,,,2,0.2,30.0
2492,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,102.93933982822034,25.06066017177966,,plate,2,1.0,12.0,89.53547065936459,38.63400504515616,,,2,0.2,30.0
2493,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,102.58578643762712,25.41421356237288,,plate,2,1.0,12.0,90.41419131752616,37.74498873207753,,,2,0.2,30.0
2494,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,102.2322330470339,25.7677669529661,,plate,2,1.0,12.0,91.29291197568773,36.8559724189989,,,2,0.2,30.0
2495,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.87867965644068,26.12132034355932,,plate,2,1.0,12.0,92.1716326338493,35.9669561059205,,,2,0.2,30.0
2496,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.52512626584746,26.47487373415254,,plate,2,1.0,12.0,93.05035329201087,35.077939792842585,,,2,0.2,30.0
2497,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.17157287525424,26.828427124745758,,plate,2,1.0,12.0,93.92907395017244,34.18892347976467,,,2,0.2,30.0
2498,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,100.81801948466102,27.181980515338978,,plate,2,1.0,12.0,94.807794608334,33.29990716668675,,,2,0.2,30.0
2499,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,100.4644660940678,27.535533905932198,,plate,2,1.0,12.0,95.68651526649558,32.410890853608834,,,2,0.2,30.0
2500,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,100.11091270347458,27.889087296525418,,plate,2,1.0,12.0,96.56523592465715,31.521874540530725,,,2,0.2,30.0
2501,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,99.75735931288136,28.242640687118637,,plate,2,1.0,12.0,97.44395658281871,30.632858227452452,,,2,0.2,30.0
2502,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,99.40380592228814,28.596194077711857,,plate,2,1.0,12.0,98.32267724098028,29.74384191437418,,,2,0.2,30.0
2503,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,99.05025253169492,28.949747468305077,,plate,2,1.0,12.0,99.20139789914185,28.85482560129601,,,2,0.2,30.0
2504,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,98.6966991411017,29.303300858898297,,plate,2,1.0,12.0,100.08011855730344,27.965809288218093,,,2,0.2,30.0
2505,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,98.34314575050848,29.656854249491516,,plate,2,1.0,12.0,100.9588392154656,27.076792975140176,,,2,0.2,30.0
2506,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.98959235991526,30.010407640084736,,plate,2,1.0,12.0,101.83755987362777,26.18777666206226,,,2,0.2,30.0
2507,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.63603896932204,30.363961030677956,,plate,2,1.0,12.0,102.71628053178995,25.29876034898434,,,2,0.2,30.0
2508,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.28248557872882,30.717514421271176,,plate,2,1.0,12.0,103.59500118995211,24.409744035906424,,,2,0.2,30.0
2509,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.9289321881356,31.071067811864395,,plate,2,1.0,12.0,104.0,24.0,,,2,0.2,30.0
2510,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.57537879754238,31.424621202457615,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2511,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.22182540694916,31.778174593050835,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2512,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.86827201635595,32.131727983644055,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2513,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.51471862576273,32.485281374237275,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2514,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.1611652351695,32.838834764830494,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2515,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.80761184457629,33.192388155423714,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2516,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.45405845398307,33.545941546016934,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2517,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.10050506338985,33.899494936610154,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2518,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.74695167279663,34.25304832720337,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2519,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.3933982822034,34.60660171779659,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2520,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.03984489161019,34.96015510838981,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2521,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.68629150101697,35.31370849898303,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2522,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.33273811042375,35.66726188957625,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2523,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.97918471983053,36.02081528016947,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2524,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.62563132923731,36.37436867076269,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2525,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.27207793864409,36.72792206135591,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2526,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.91852454805087,37.08147545194913,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2527,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.56497115745765,37.43502884254235,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2528,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.21141776686443,37.78858223313557,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2529,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.85786437627121,38.14213562372879,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2530,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.50431098567799,38.49568901432201,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2531,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.15075759508477,38.84924240491523,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2532,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.79720420449155,39.20279579550845,,plate,2,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2533,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.44365081389833,39.55634918610167,,plate,2,1.0,12.0,103.11611652351695,24.88388347648305,,plate,2,0.2,30.0
2534,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.04471075017727,39.80221161601552,,plate,2,1.0,12.0,102.2322330470339,25.7677669529661,,plate,2,0.2,30.0
2535,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.54474873659103,39.808374810868834,,plate,2,1.0,12.0,101.34834957055085,26.65165042944915,,plate,2,0.2,30.0
2536,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.04478672300479,39.81453800572215,,plate,2,1.0,12.0,100.4644660940678,27.535533905932198,,plate,2,0.2,30.0
2537,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.54482470941855,39.82070120057546,,plate,2,1.0,12.0,99.58058261758475,28.419417382415247,,plate,2,0.2,30.0
2538,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.04486269583231,39.82686439542878,,plate,2,1.0,12.0,98.6966991411017,29.303300858898297,,plate,2,0.2,30.0
2539,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.54490068224607,39.83302759028209,,plate,2,1.0,12.0,97.81281566461865,30.187184335381346,,plate,2,0.2,30.0
2540,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.04493866865982,39.83919078513541,,plate,2,1.0,12.0,96.9289321881356,31.071067811864395,,plate,2,0.2,30.0
2541,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.54497665507358,39.84535397998872,,plate,2,1.0,12.0,96.04504871165256,31.954951288347445,,plate,2,0.2,30.0
2542,0,1,,0,2,None_cut,3.2333333333333245,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.04501464148734,39.85151717484204,,plate,2,1.0,12.0,95.1611652351695,32.838834764830494,,plate,2,0.2,30.0
