tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,71d471df941244e1_score,player_008fc5c3_x,player_008fc5c3_y,player_008fc5c3_move_target,player_008fc5c3_item,player_008fc5c3_score,player_008fc5c3_cut_speed,player_008fc5c3_speed,player_e7ffa768_x,player_e7ffa768_y,player_e7ffa768_move_target,player_e7ffa768_item,player_e7ffa768_score,player_e7ffa768_cut_speed,player_e7ffa768_speed
2323,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,32.499999999998295,,,1,1.0,15.0,72.00001446730893,79.9526629637835,,tomato,0,0.5,30.0
2324,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,31.874999999998153,,,1,1.0,15.0,72.00001222008945,81.20266296378094,,tomato,0,0.5,30.0
2325,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,31.24999999999801,,,1,1.0,15.0,72.00000997286944,82.45266296377838,,tomato,0,0.5,30.0
2326,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,30.62499999999787,,,1,1.0,15.0,72.00000772564943,83.70266296377582,,tomato,0,0.5,30.0
2327,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,29.999999999997726,,,1,1.0,15.0,72.00000547842942,84.95266296377326,,tomato,0,0.5,30.0
2328,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,29.374999999997584,,,1,1.0,15.0,72.0000032312094,86.2026629637707,,tomato,0,0.5,30.0
2329,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,28.749999999997442,,,1,1.0,15.0,72.0000009839894,87.45266296376815,,tomato,0,0.5,30.0
2330,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,28.1249999999973,,,1,1.0,15.0,71.3675165869202,88.44294749693103,,tomato,0,0.5,30.0
2331,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,27.499999999997158,,,1,1.0,15.0,70.48906690935411,89.33223157076935,,tomato,0,0.5,30.0
2332,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,26.874999999997016,,,1,1.0,15.0,69.61061723178801,90.22151564460768,,tomato,0,0.5,30.0
2333,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,26.249999999996874,,,1,1.0,15.0,68.73216755422192,91.110799718446,,tomato,0,0.5,30.0
2334,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,25.62499999999673,,,1,1.0,15.0,67.85371787665582,92.00008379228433,,tomato,0,0.5,30.0
2335,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.99999999999659,,,1,1.0,15.0,66.97526819908973,92.88936786612265,,tomato,0,0.5,30.0
2336,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.374999999996447,,,1,1.0,15.0,66.09681852152363,93.77865193996098,,tomato,0,0.5,30.0
2337,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,,1,1.0,15.0,65.21836884395753,94.66793601379953,,tomato,0,0.5,30.0
2338,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,64.33991916639144,95.55722008763843,,tomato,0,0.5,30.0
2339,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,63.461469488825344,96.4465041614773,,tomato,0,0.5,30.0
2340,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,62.58301981125925,97.33578823531619,,tomato,0,0.5,30.0
2341,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,61.70457013369315,98.22507230915507,,tomato,0,0.5,30.0
2342,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,60.82612045612706,99.11435638299395,,tomato,0,0.5,30.0
2343,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,59.94767077856096,100.00364045683283,,tomato,0,0.5,30.0
2344,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,59.069221100994866,100.8929245306717,,tomato,0,0.5,30.0
2345,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,58.19077142342877,101.78220860451059,,tomato,0,0.5,30.0
2346,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,57.312321745862675,102.67149267834947,,tomato,0,0.5,30.0
2347,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,56.43387206829658,103.56077675218835,,tomato,0,0.5,30.0
2348,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,55.543524187708705,103.1636787632347,,tomato,0,0.5,30.0
2349,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,54.6487756018936,102.29079562776876,,tomato,0,0.5,30.0
2350,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,53.75402701607849,101.41791249230282,,tomato,0,0.5,30.0
2351,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,52.85927843026338,100.54502935683688,,tomato,0,0.5,30.0
2352,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,51.96452984444827,99.67214622137094,,tomato,0,0.5,30.0
2353,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,51.069781258633164,98.799263085905,,tomato,0,0.5,30.0
2354,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,50.175032672818055,97.92637995043906,,tomato,0,0.5,30.0
2355,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,49.28028408700295,97.05349681497312,,tomato,0,0.5,30.0
2356,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,48.38553550118784,96.18061367950718,,tomato,0,0.5,30.0
2357,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,47.49078691537273,95.30773054404123,,tomato,0,0.5,30.0
2358,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,46.59603832955762,94.4348474085753,,tomato,0,0.5,30.0
2359,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,45.701289743742514,93.56196427310935,,tomato,0,0.5,30.0
2360,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,44.806541157927406,92.68908113764341,,tomato,0,0.5,30.0
2361,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,43.9117925721123,91.81619800217747,,tomato,0,0.5,30.0
2362,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,43.01704398629719,90.94331486671153,,tomato,0,0.5,30.0
2363,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,42.12229540048208,90.07043173124559,,tomato,0,0.5,30.0
2364,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,41.22754681466697,89.19754859577965,,tomato,0,0.5,30.0
2365,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.332798228851864,88.32466546031293,,tomato,0,0.5,30.0
2366,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.18555733918467,87.1313128727441,,tomato,0,0.5,30.0
2367,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.170229572367106,85.88140685245139,,tomato,0,0.5,30.0
2368,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.15490180554954,84.63150083215868,,tomato,0,0.5,30.0
2369,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.13957403873198,83.38159481186597,,tomato,0,0.5,30.0
2370,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.124246271914416,82.13168879157325,,tomato,0,0.5,30.0
2371,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.10891850509685,80.88178277128054,,tomato,0,0.5,30.0
2372,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.09359073827929,79.63187675098783,,tomato,0,0.5,30.0
2373,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.078262971461726,78.38197073069512,,tomato,0,0.5,30.0
2374,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.06293520464416,77.1320647104024,,tomato,0,0.5,30.0
2375,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.0476074378266,75.88215869010969,,tomato,0,0.5,30.0
2376,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.032279671009036,74.63225266981698,,tomato,0,0.5,30.0
2377,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.01695190419156,73.38234664952427,,tomato,0,0.5,30.0
2378,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.002381300124185,72.13243593092709,,tomato,0,0.5,30.0
2379,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.00219678830361,70.88243594454507,,tomato,0,0.5,30.0
2380,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,1,1.0,15.0,40.00201227648303,69.63243595816304,,tomato,0,0.5,30.0
2381,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.625000000000142,,tomato,1,1.0,15.0,40.00182776466245,68.38243597178102,,tomato,0,0.5,30.0
2382,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,25.250000000000284,,tomato,1,1.0,15.0,40.00164325284187,67.132435985399,,tomato,0,0.5,30.0
2383,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,25.875000000000426,,tomato,1,1.0,15.0,40.001458741021295,65.88243599901698,,tomato,0,0.5,30.0
2384,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,26.50000000000057,,tomato,1,1.0,15.0,40.00127422920072,64.63243601263495,,tomato,0,0.5,30.0
2385,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,27.12500000000071,,tomato,1,1.0,15.0,40.00108971738014,63.38243602625293,,tomato,0,0.5,30.0
2386,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,27.750000000000853,,tomato,1,1.0,15.0,40.00090520555956,62.13243603987091,,tomato,0,0.5,30.0
2387,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,28.375000000000995,,tomato,1,1.0,15.0,40.000720693738984,60.88243605348889,,tomato,0,0.5,30.0
2388,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,29.000000000001137,,tomato,1,1.0,15.0,40.000536181918406,59.632436067106866,,tomato,0,0.5,30.0
2389,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,29.62500000000128,,tomato,1,1.0,15.0,40.000351670098084,58.382436080724844,,tomato,0,0.5,30.0
2390,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,30.25000000000142,,tomato,1,1.0,15.0,40.00016715827786,57.13243609434282,,tomato,0,0.5,30.0
2391,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,30.875000000001563,,tomato,1,1.0,15.0,40.000028219177196,55.88243610455677,,tomato,0,0.5,30.0
2392,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,31.500000000001705,,tomato,1,1.0,15.0,40.00002599823519,54.632436104558614,,tomato,0,0.5,30.0
2393,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,32.12500000000185,,tomato,1,1.0,15.0,40.00002377729318,53.38243610456046,,tomato,0,0.5,30.0
2394,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,32.75000000000199,,tomato,1,1.0,15.0,40.00002155635117,52.13243610456231,,tomato,0,0.5,30.0
2395,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,33.37500000000213,,tomato,1,1.0,15.0,40.00001933540916,50.88243610456416,,tomato,0,0.5,30.0
